199	3721	2481
200	3696	2485
201	3672	2489
202	3649	2494
203	3636	2505
204	3615	2512
205	3590	2515
206	3568	2521
207	3547	2526
208	3526	2532
209	3509	2541
210	3489	2548
211	3471	2555
212	3452	2562
213	3429	2565
214	3410	2572
215	3399	2585
216	3381	2593
217	3359	2596
218	3340	2603
219	3321	2609
220	3302	2616
221	3287	2625
222	3268	2631
223	3250	2637
224	3232	2644
225	3213	2650
226	3199	2660
227	3192	2676
228	3174	2682
229	3157	2689
230	3139	2696
231	3124	2705
232	3108	2712
233	3090	2718
234	3070	2722
235	3052	2728
236	3034	2734
237	3022	2745
238	3004	2750
239	2987	2757
240	2979	2772
241	2979	2794
242	2975	2813
243	2968	2829
244	2950	2834
245	2935	2842
246	2917	2848
247	2900	2854
248	2887	2864
249	2869	2869
250	2855	2878
251	2839	2884
252	2823	2892
253	2813	2905
254	2797	2911
255	2781	2918
256	2765	2924
257	2749	2930
258	2735	2939
259	2729	2957
260	2721	2971
261	2718	2992
262	2702	2998
263	2686	3005
264	2671	3012
265	2660	3024
266	2644	3030
267	2629	3037
268	2614	3044
269	2598	3050
270	2588	3062
271	2572	3069
272	2557	3075
273	2541	3081
274	2527	3088
275	2511	3094
276	2499	3104
277	2484	3111
278	2469	3117
279	2454	3123
280	2440	3130
281	2427	3140
282	2413	3147
283	2398	3153
284	2391	3169
285	2381	3183
286	2367	3190
287	2353	3196
288	2338	3202
289	2323	3208
290	2308	3214
291	2297	3225
292	2280	3228
293	2266	3234
294	2251	3240
295	2242	3253
296	2231	3265
297	2220	3275
298	2209	3286
299	2205	3308
300	2199	3326
301	2198	3352
302	2188	3366
303	2181	3383
304	2170	3394
305	2159	3405
306	2149	3418
307	2138	3430
308	2127	3441
309	2115	3452
310	2106	3466
311	2095	3477
312	2084	3488
313	2075	3503
314	2063	3513
315	2052	3524
316	2041	3536
317	2030	3548
318	2019	3558
319	2008	3569
320	1998	3584
321	1987	3595
322	1975	3605
323	1961	3611
324	1947	3616
325	1934	3624
326	1920	3630
327	1907	3637
328	1893	3643
329	1879	3649
330	1871	3664
331	1859	3675
332	1845	3680
333	1832	3687
334	1819	3693
335	1807	3703
336	1794	3709
337	1780	3715
338	1767	3721
339	1754	3727
340	1741	3734
341	1729	3743
342	1716	3749
343	1703	3756
344	1690	3761
345	1677	3767
346	1662	3771
347	1651	3781
348	1638	3787
349	1625	3793
350	1613	3800
351	1600	3806
352	1587	3811
353	1579	3828
354	1570	3843
355	1562	3862
356	1555	3883
357	1543	3891
358	1532	3902
359	1520	3908
360	1507	3914
361	1496	3925
362	1487	3942
363	1476	3950
364	1463	3957
365	1450	3963
366	1438	3969
367	1428	3981
368	1415	3987
369	1402	3993
370	1390	3999
371	1377	4004
372	1365	4010
373	1355	4022
374	1342	4027
375	1330	4033
376	1317	4039
377	1305	4045
378	1293	4051
379	1282	4061
380	1270	4067
381	1258	4073
382	1246	4078
383	1234	4085
384	1222	4091
385	1211	4100
386	1199	4106
387	1187	4112
388	1175	4118
389	1163	4124
390	1151	4130
391	1140	4140
392	1128	4146
393	1118	4156
394	1109	4172
395	1097	4179
396	1085	4185
397	1074	4192
398	1062	4197
399	1050	4203
400	1039	4209
401	1029	4221
402	1017	4226
403	1005	4233
404	994	4238
405	982	4244
406	971	4250
407	960	4260
408	949	4266
409	937	4272
410	926	4278
411	915	4284
412	903	4289
413	893	4300
414	882	4307
415	870	4312
416	859	4319
417	848	4324
418	837	4330
419	826	4340
420	815	4346
421	806	4362
422	797	4382
423	788	4399
424	779	4418
425	768	4426
426	757	4432
427	746	4438
428	735	4444
429	724	4452
430	714	4459
431	703	4466
432	692	4472
433	681	4478
434	670	4486
435	660	4498
436	649	4504
437	638	4510
438	627	4516
439	616	4522
440	605	4528
441	595	4539
442	585	4551
443	576	4567
444	565	4574
445	554	4580
446	544	4589
447	533	4595
448	522	4601
449	511	4607
450	501	4618
451	491	4624
452	480	4630
453	469	4636
454	459	4642
455	448	4649
456	439	4667
457	428	4672
458	417	4678
459	407	4685
460	397	4696
461	386	4702
462	376	4708
463	365	4715
464	355	4720
465	344	4726
466	334	4737
467	324	4743
468	313	4749
469	303	4755
470	293	4761
471	282	4767
472	272	4777
473	262	4783
474	251	4787
475	241	4793
476	231	4800
477	221	4805
478	211	4816
479	200	4822
480	190	4828
481	180	4834
482	170	4839
483	160	4845
484	150	4855
485	140	4861
486	129	4867
487	119	4873
488	110	4890
489	100	4907
490	90	4925
491	80	4941
492	70	4947
493	60	4956
494	50	4962
495	40	4968
496	30	4977
497	20	4983
498	9	4989
499	0	4995
